,Row ID,Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin (%),Year,Month,Quarter,Days_in_Month,YOY_Change_daily,Rolling_3M_Sales,Rolling_6M_Sales,YOY_Change_monthly,Sales_Volatility_Monthly,Revenue_Per_Product_Region
2682,2683,CA-2017-127026,2017-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,3,0.1,152.0883,43.333333333333336,2017,1,1,31,110.87058399423218,73460.79426666666,64099.2545,137.13844056874564,766.3283146523617,350.973
2683,2684,CA-2017-127026,2017-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,1,0.0,49.497,30.0,2017,1,1,31,-79.00570061587011,73460.79426666666,64099.2545,137.13844056874564,766.3283146523617,164.99
2684,2685,CA-2017-137085,2017-07-06,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,312.552,9,0.2,101.5794,32.5,2017,6,2,30,1092.9465648854964,44588.12399999999,42818.20536666666,31.323181722708714,520.7076349050294,555.648
2685,2686,CA-2016-133123,2016-09-11,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,3,0.2,29.985,31.25,2016,9,3,30,-92.76298223780971,47929.12073333332,46644.94386666666,13.644990539495092,397.93716396529567,95.952
2686,2687,CA-2016-133123,2016-09-11,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,2,0.7,-2.4564,-76.66666666666666,2016,9,3,30,-98.07498197548665,47929.12073333332,46644.94386666666,13.644990539495092,397.93716396529567,9.612
2687,2688,US-2016-128195,2016-08-05,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98,5,0.8,-6.567,-165.0,2016,8,3,31,-54.56621004566209,36907.29043333333,43029.25221666667,-15.672680999928767,359.6500684028547,3.98
2688,2689,CA-2015-153220,2015-11-14,First Class,YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,5,0.0,7.065,45.00000000000001,2015,11,4,30,-63.977606461086644,57324.46833333332,43739.05903333333,-3.3780955756079387,379.362008409806,53.379999999999995
2689,2690,CA-2014-123064,2014-07-02,First Class,RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,5.248,4,0.2,1.64,31.249999999999993,2014,6,2,30,-52.669552669552665,28846.253199999996,26831.0926,,352.11178005108206,14.431999999999999
2690,2691,CA-2017-156412,2017-12-08,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,5.346,3,0.7,-4.455,-83.33333333333334,2017,12,4,31,-78.75536480686695,93351.35566666664,79384.33716666665,-13.577169209803452,530.4786980984812,120.582
2691,2692,US-2016-144211,2016-09-02,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3,0.2,5.6115,36.25,2016,8,3,31,7.5,36907.29043333333,43029.25221666667,-15.672680999928767,430.6393191806257,58.050000000000004
2692,2693,US-2016-144211,2016-09-02,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,3,0.2,8.1432,7.500000000000001,2016,8,3,31,-82.48632954270505,36907.29043333333,43029.25221666667,-15.672680999928767,430.6393191806257,108.576
2693,2694,CA-2016-138079,2016-01-28,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,98115,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9,5,0.0,37.366,34.0,2016,1,1,31,22.765862377122442,56478.1919,50388.95823333333,2.027147944735071,501.17552514846403,175.84
2694,2695,CA-2014-143182,2014-10-20,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,1,0.2,4.0383,26.249999999999996,2014,10,4,31,-95.61675684454359,47046.73743333333,38888.33665,,395.0062304175786,169.224
2695,2696,CA-2016-161662,2016-02-09,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352,2,0.2,10.6232,35.0,2016,2,1,29,-81.60373355960967,38813.609066666664,48069.0387,92.26863673251634,359.9097422263791,106.232
2696,2697,CA-2014-145317,2014-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3,4,0.5,-16.426,-2.0,2014,3,1,31,162.77227469349097,24815.932,24815.932,,2129.052414786356,821.3
2697,2698,CA-2014-145317,2014-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,6,0.5,-1811.0784,-8.0,2014,3,1,31,23493.54677338669,24815.932,24815.932,,2129.052414786356,22638.48
2698,2699,CA-2014-145317,2014-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,21.376,4,0.2,7.4816,35.0,2014,3,1,31,567.1660424469413,24815.932,24815.932,,2129.052414786356,32.064
2699,2700,CA-2014-145317,2014-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,3,0.2,1.002,12.5,2014,3,1,31,101.40703517587939,24815.932,24815.932,,2129.052414786356,8.016
2700,2701,CA-2014-145317,2014-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",30.768,2,0.2,8.0766,26.249999999999996,2014,3,1,31,95.97452229299364,24815.932,24815.932,,2129.052414786356,169.224
2701,2702,CA-2014-145317,2014-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,18.936,3,0.2,5.9175,31.25,2014,3,1,31,260.8231707317073,24815.932,24815.932,,2129.052414786356,135.156
2702,2703,CA-2014-145317,2014-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352,3,0.2,15.294,12.5,2014,3,1,31,2188.664421997755,24815.932,24815.932,,2129.052414786356,285.488
2703,2704,CA-2014-143413,2014-05-30,Standard Class,RP-19390,Resi PÃ¶lking,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,116.28,3,0.0,56.9772,49.00000000000001,2014,5,2,31,651.1627906976744,35878.21366666667,25278.2856,,697.8639525585621,116.28
2704,2705,CA-2017-156818,2017-07-13,Second Class,JD-16015,Joy Daniels,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6,6,0.0,17.238,13.0,2017,7,3,31,22.1264367816092,47502.417299999994,43033.71236666666,15.288214193467589,313.6989804262888,380.12
2705,2706,CA-2017-155873,2017-06-21,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,16.68,2,0.0,4.3368,26.0,2017,6,2,30,-84.82256596906278,44588.12399999999,42818.20536666666,31.323181722708714,520.7076349050294,50.04
2706,2707,CA-2017-155873,2017-06-21,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,19.44,3,0.0,9.3312,48.00000000000001,2017,6,2,30,26.36505460218409,44588.12399999999,42818.20536666666,31.323181722708714,520.7076349050294,19.44
2707,2708,CA-2017-155873,2017-06-21,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16,4,0.0,92.2368,48.00000000000001,2017,6,2,30,533.1049024775962,44588.12399999999,42818.20536666666,31.323181722708714,520.7076349050294,480.4
2708,2709,CA-2015-121797,2015-02-06,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",227.36,7,0.0,81.8496,35.99999999999999,2015,1,1,31,-72.31705832217217,55449.47093333333,51248.10418333334,27.654770229042214,501.17552514846403,279.32800000000003
2709,2710,CA-2015-121797,2015-02-06,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973,11.249999999999998,2015,1,1,31,-91.5189712383517,55449.47093333333,51248.10418333334,27.654770229042214,501.17552514846403,3839.952
2710,2711,US-2015-120572,2015-12-15,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828,2,0.7,-8.9796,-70.0,2015,12,4,31,-39.98877245508983,60765.66939999999,52092.7639,7.727159038001534,366.5849699076332,12.828
2711,2712,CA-2017-132430,2017-10-11,First Class,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,44107,East,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888,4,0.2,9.1776,20.0,2017,10,4,31,472.4550898203593,76254.82106666666,61878.61918333333,30.306352166596344,981.9146777073456,45.888
2712,2713,CA-2017-146031,2017-08-01,Second Class,GM-14440,Gary McGarr,Consumer,United States,Troy,New York,12180,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,60.12,9,0.0,22.2444,37.0,2017,7,3,31,95.3978159126365,47502.417299999994,43033.71236666666,15.288214193467589,313.6989804262888,73.47999999999999
2713,2714,CA-2014-110100,2014-04-29,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Wilmington,North Carolina,28403,South,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.376,3,0.2,37.797,12.5,2014,4,2,30,1496.831432192649,29502.081999999995,25685.78525,,475.4490872757265,302.376
2714,2715,CA-2015-103723,2015-12-06,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5,0.0,5.56,40.0,2015,12,4,31,-88.63933568719759,60765.66939999999,52092.7639,7.727159038001534,417.4409016487902,49.484
2715,2716,CA-2014-127187,2014-12-08,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,10024,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2,0.0,62.3904,48.00000000000001,2014,12,4,31,11.781905744754031,59875.91006666666,53876.82375,,530.4786980984812,805.876
2716,2717,CA-2017-128475,2017-09-01,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0.0,15.1158,21.0,2017,8,3,31,-45.71644042232277,53789.00989999998,50170.33813333333,102.86077034271767,541.9337683314382,143.96
2717,2718,CA-2014-100006,2014-09-13,Standard Class,DK-13375,Dennis Kane,Consumer,United States,New York City,New York,10024,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,377.97,3,0.0,109.6113,28.999999999999996,2014,9,3,30,2166.0071942446043,47877.73743333333,38361.99531666667,,546.7874449196951,377.97
2718,2719,CA-2017-144827,2017-12-27,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Costa Mesa,California,92627,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",124.36,2,0.0,33.5772,26.999999999999996,2017,12,4,31,539.7119341563786,93351.35566666664,79384.33716666665,-13.577169209803452,417.4409016487902,1119.24
2719,2720,CA-2014-110030,2014-12-08,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856,-60.0,2014,12,4,31,-87.52289758534555,59875.91006666666,53876.82375,,720.7692697382,87.912
2720,2721,CA-2014-121286,2014-11-08,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511,South,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,3,0.2,2.7222,32.5,2014,11,4,30,-96.31597466572835,63953.15349999999,48051.7416,,647.1857107054083,8.376
2721,2722,CA-2014-121286,2014-11-08,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,5,0.2,5.096,8.75,2014,11,4,30,-96.96662874952604,63953.15349999999,48051.7416,,647.1857107054083,165.984
2722,2723,CA-2016-164735,2016-04-19,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2,5,0.0,12.18,15.0,2016,4,2,30,532.9903336451513,37814.90966666667,47146.55078333333,13.32008401118538,475.4490872757265,107.184
2723,2724,CA-2014-153479,2014-10-08,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.45,5,0.0,6.7915,47.0,2014,10,4,31,-68.51028591352859,47046.73743333333,38888.33665,,466.2958560047008,52.02
2724,2725,CA-2014-153479,2014-10-08,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648,2,0.2,31.0856,32.5,2014,10,4,31,59.09514304723885,47046.73743333333,38888.33665,,466.2958560047008,334.76800000000003
2725,2726,CA-2017-149888,2017-11-13,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver EditionÂ Headset,359.97,5,0.4,-71.994,-20.0,2017,11,4,30,19.047146598936443,94697.13339999999,74243.07165,49.156142662822724,813.5291726283052,719.94
2726,2727,CA-2017-149888,2017-11-13,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,350.352,4,0.4,-140.1408,-40.00000000000001,2017,11,4,30,2420.517985611511,94697.13339999999,74243.07165,49.156142662822724,813.5291726283052,350.352
2727,2728,CA-2017-119193,2017-12-24,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,1.641,1,0.7,-1.3128,-80.0,2017,12,4,31,-98.73749807662719,93351.35566666664,79384.33716666665,-13.577169209803452,530.4786980984812,36.102000000000004
2728,2729,CA-2017-119193,2017-12-24,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958,7,0.4,94.4937,15.000000000000002,2017,12,4,31,775.1847735482078,93351.35566666664,79384.33716666665,-13.577169209803452,530.4786980984812,2249.8500000000004
2729,2730,CA-2017-104801,2017-02-19,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,3,0.0,1.7901,27.0,2017,2,1,28,-98.24589253115327,53757.18346666666,62296.88101666667,-11.652827180165731,257.77473367087936,15.469999999999999
2730,2731,CA-2017-104801,2017-02-19,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96,4,0.0,343.9828,43.0,2017,2,1,28,543.261498874236,53757.18346666666,62296.88101666667,-11.652827180165731,257.77473367087936,2399.88
2731,2732,CA-2017-104801,2017-02-19,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,1,0.0,21.506,20.0,2017,2,1,28,348.49015682349017,53757.18346666666,62296.88101666667,-11.652827180165731,257.77473367087936,107.53
2732,2733,CA-2014-107594,2014-07-06,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size, Binaural",73.98,2,0.0,19.9746,26.999999999999996,2014,7,3,31,783.2378223495703,30729.935866666663,30116.00893333333,,313.6989804262888,184.95
2733,2734,CA-2014-107594,2014-07-06,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,1,0.0,2.1762,39.0,2014,7,3,31,-90.41895604395604,30729.935866666663,30116.00893333333,,313.6989804262888,52.452
2734,2735,CA-2015-129770,2015-02-23,Second Class,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,88001,West,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.12,4,0.0,23.0864,47.0,2015,2,1,28,-39.50738916256158,33223.702366666665,48588.427933333325,164.41806574139383,257.77473367087936,542.5
2735,2736,CA-2015-115798,2015-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,377.97,3,0.0,94.4925,25.0,2015,11,4,30,2515.709342560554,57324.46833333332,43739.05903333333,-3.3780955756079387,813.5291726283052,1259.9
2736,2737,CA-2015-115798,2015-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4â x 11â",42.28,7,0.0,19.8716,47.0,2015,11,4,30,-55.79625292740047,57324.46833333332,43739.05903333333,-3.3780955756079387,813.5291726283052,42.28
2737,2738,CA-2015-115798,2015-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,299.97,3,0.0,56.9943,19.0,2015,11,4,30,-16.66805567130594,57324.46833333332,43739.05903333333,-3.3780955756079387,813.5291726283052,649.935
2738,2739,CA-2015-115798,2015-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,2,0.0,43.1904,47.99999999999999,2015,11,4,30,-74.31725807188198,57324.46833333332,43739.05903333333,-3.3780955756079387,813.5291726283052,89.98
2739,2740,CA-2017-122707,2017-04-18,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244,South,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24,4,0.0,9.5448,2.0,2017,4,2,30,28982.266910420476,38565.00743333332,56012.90085,-5.750969437734002,475.4490872757265,477.24
2740,2741,CA-2017-122707,2017-04-18,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244,South,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,2,0.0,1.5588,6.0,2017,4,2,30,-95.87591553722629,38565.00743333332,56012.90085,-5.750969437734002,475.4490872757265,98.724
2741,2742,CA-2016-165015,2016-02-27,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,43055,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,46.72,5,0.2,17.52,37.5,2016,2,1,29,604.6757164404223,38813.609066666664,48069.0387,92.26863673251634,359.9097422263791,744.332
2742,2743,CA-2014-149244,2014-11-08,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,92037,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0.0,13.4292,37.99999999999999,2014,11,4,30,-95.58227911395569,63953.15349999999,48051.7416,,379.362008409806,70.68
2743,2744,CA-2015-140144,2015-06-25,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,6,0.0,100.4796,39.0,2015,6,2,30,139.5982516507021,29708.06233333333,26329.320933333333,-28.321432177634165,520.7076349050294,532.4559999999999
2744,2745,CA-2015-140144,2015-06-25,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,125.976,3,0.2,47.241,37.5,2015,6,2,30,70.28386050283859,29708.06233333333,26329.320933333333,-28.321432177634165,520.7076349050294,839.84
2745,2746,CA-2017-163321,2017-08-11,Second Class,FM-14380,Fred McMath,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992,1,0.2,21.9978,27.500000000000004,2017,8,3,31,1333.5483870967741,53789.00989999998,50170.33813333333,102.86077034271767,541.9337683314382,379.96200000000005
2746,2747,CA-2014-155887,2014-05-17,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,3,0.3,-130.0104,-18.571428571428573,2014,5,2,31,1325.1954397394138,35878.21366666667,25278.2856,,697.8639525585621,1100.088
2747,2748,US-2015-165449,2015-11-26,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Frisco,Texas,75034,Central,TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.168,4,0.2,-1.3584,-5.0,2015,11,4,30,-92.81212794666244,57324.46833333332,43739.05903333333,-3.3780955756079387,300.69708411616006,27.168
2748,2749,CA-2015-110247,2015-12-08,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,32303,South,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,3,0.7,-6.0324,-73.33333333333333,2015,12,4,31,-80.54399243140965,60765.66939999999,52092.7639,7.727159038001534,366.5849699076332,8.226
2749,2750,US-2014-141257,2014-06-14,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,3,0.2,73.194,12.5,2014,6,2,30,95.2035203520352,28846.253199999996,26831.0926,,520.7076349050294,585.552
2750,2751,CA-2014-154669,2014-08-11,Second Class,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,95687,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28,11,0.0,110.0528,26.0,2014,8,3,31,370.4156479217603,32150.3297,34014.27168333333,,430.6393191806257,808.0799999999999
2751,2752,CA-2014-158029,2014-05-30,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,2,0.2,22.5296,10.0,2014,5,2,31,-52.79188668175342,35878.21366666667,25278.2856,,437.0517252536434,1126.48
2752,2753,CA-2015-155306,2015-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2,0.0,2.224,40.00000000000001,2015,4,2,30,-78.598922247883,28290.95716666666,41870.214049999995,20.851003937220057,477.44289704801156,49.484
2753,2754,CA-2015-155306,2015-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,3,0.0,129.348,40.0,2015,4,2,30,592.144691780822,28290.95716666666,41870.214049999995,20.851003937220057,477.44289704801156,323.37
2754,2755,CA-2015-155306,2015-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,5,0.2,68.5965,8.75,2015,4,2,30,2118.336162988115,28290.95716666666,41870.214049999995,20.851003937220057,477.44289704801156,940.7520000000001
2755,2756,CA-2015-155306,2015-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65,5,0.0,419.8185,28.999999999999996,2015,4,2,30,461.88868188169556,28290.95716666666,41870.214049999995,20.851003937220057,477.44289704801156,2605.77
2756,2757,CA-2015-155306,2015-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,11.96,2,0.0,5.8604,49.0,2015,4,2,30,-90.50612815139391,28290.95716666666,41870.214049999995,20.851003937220057,477.44289704801156,29.900000000000002
2757,2758,CA-2016-127775,2016-06-13,Second Class,ES-14020,Erica Smith,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,0.0,71.991,30.0,2016,6,2,30,199.992499249925,45360.76699999999,38219.91366666667,62.697338080303275,424.5633249111856,1039.87
2758,2759,CA-2016-146171,2016-03-15,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92,4,0.0,31.5372,41.0,2016,3,1,31,-89.01230758682163,31079.060333333327,45922.36486666667,33.542164111311365,2129.052414786356,169.224
